GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AEE001
"G0100010","1850","Alabama","010","Autauga","0010","Autauga",1368113
"G0100030","1850","Alabama","010","Baldwin","0030","Baldwin",120476
"G0100050","1850","Alabama","010","Barbour","0050","Barbour",1962320
"G0100055","1850","Alabama","010","Benton","0055","Benton",1301300
"G0100070","1850","Alabama","010","Bibb","0070","Bibb",621944
"G0100090","1850","Alabama","010","Blount","0090","Blount",240656
"G0100130","1850","Alabama","010","Butler","0130","Butler",400170
"G0100170","1850","Alabama","010","Chambers","0170","Chambers",2274615
"G0100190","1850","Alabama","010","Cherokee","0190","Cherokee",1182398
"G0100230","1850","Alabama","010","Choctaw","0230","Choctaw",649393
"G0100250","1850","Alabama","010","Clarke","0250","Clarke",675460
"G0100310","1850","Alabama","010","Coffee","0310","Coffee",232001
"G0100350","1850","Alabama","010","Conecuh","0350","Conecuh",426965
"G0100370","1850","Alabama","010","Coosa","0370","Coosa",819211
"G0100390","1850","Alabama","010","Covington","0390","Covington",90751
"G0100450","1850","Alabama","010","Dale","0450","Dale",291522
"G0100470","1850","Alabama","010","Dallas","0470","Dallas",3902668
"G0100490","1850","Alabama","010","DeKalb","0490","Dekalb",464967
"G0100570","1850","Alabama","010","Fayette","0570","Fayette",409649
"G0100590","1850","Alabama","010","Franklin","0590","Franklin",2196209
"G0100630","1850","Alabama","010","Greene","0630","Greene",3705218
"G0100655","1850","Alabama","010","Hancock","0655","Hancock",40139
"G0100670","1850","Alabama","010","Henry","0670","Henry",603240
"G0100710","1850","Alabama","010","Jackson","0710","Jackson",952486
"G0100730","1850","Alabama","010","Jefferson","0730","Jefferson",580808
"G0100770","1850","Alabama","010","Lauderdale","0770","Lauderdale",1637935
"G0100790","1850","Alabama","010","Lawrence","0790","Lawrence",1604406
"G0100830","1850","Alabama","010","Limestone","0830","Limestone",1981287
"G0100850","1850","Alabama","010","Lowndes","0850","Lowndes",1800772
"G0100870","1850","Alabama","010","Macon","0870","Macon",2490003
"G0100890","1850","Alabama","010","Madison","0890","Madison",3276203
"G0100910","1850","Alabama","010","Marengo","0910","Marengo",3604083
"G0100930","1850","Alabama","010","Marion","0930","Marion",265408
"G0100950","1850","Alabama","010","Marshall","0950","Marshall",416170
"G0100970","1850","Alabama","010","Mobile","0970","Mobile",495660
"G0100990","1850","Alabama","010","Monroe","0990","Monroe",842285
"G0101010","1850","Alabama","010","Montgomery","1010","Montgomery",2864322
"G0101030","1850","Alabama","010","Morgan","1030","Morgan",893597
"G0101050","1850","Alabama","010","Perry","1050","Perry",2618994
"G0101070","1850","Alabama","010","Pickens","1070","Pickens",1778547
"G0101090","1850","Alabama","010","Pike","1090","Pike",963742
"G0101110","1850","Alabama","010","Randolph","1110","Randolph",607907
"G0101130","1850","Alabama","010","Russell","1130","Russell",1724187
"G0101150","1850","Alabama","010","St Clair","1150","St Clair",377090
"G0101170","1850","Alabama","010","Shelby","1170","Shelby",646448
"G0101190","1850","Alabama","010","Sumter","1190","Sumter",1780640
"G0101210","1850","Alabama","010","Talladega","1210","Talladega",1607153
"G0101230","1850","Alabama","010","Tallapoosa","1230","Tallapoosa",1017801
"G0101250","1850","Alabama","010","Tuscaloosa","1250","Tuscaloosa",1087655
"G0101270","1850","Alabama","010","Walker","1270","Walker",244154
"G0101290","1850","Alabama","010","Washington","1290","Washington",176521
"G0101310","1850","Alabama","010","Wilcox","1310","Wilcox",2007575
"G0500010","1850","Arkansas","050","Arkansas","0010","Arkansas",552681
"G0500030","1850","Arkansas","050","Ashley","0030","Ashley",148285
"G0500070","1850","Arkansas","050","Benton","0070","Benton",214196
"G0500110","1850","Arkansas","050","Bradley","0110","Bradley",291874
"G0500150","1850","Arkansas","050","Carroll","0150","Carroll",178739
"G0500170","1850","Arkansas","050","Chicot","0170","Chicot",1324607
"G0500190","1850","Arkansas","050","Clark","0190","Clark",285063
"G0500290","1850","Arkansas","050","Conway","0290","Conway",150252
"G0500330","1850","Arkansas","050","Crawford","0330","Crawford",392115
"G0500350","1850","Arkansas","050","Crittenden","0350","Crittenden",481217
"G0500390","1850","Arkansas","050","Dallas","0390","Dallas",519871
"G0500410","1850","Arkansas","050","Desha","0410","Desha",391697
"G0500430","1850","Arkansas","050","Drew","0430","Drew",133637
"G0500470","1850","Arkansas","050","Franklin","0470","Franklin",205770
"G0500490","1850","Arkansas","050","Fulton","0490","Fulton",73991
"G0500550","1850","Arkansas","050","Greene","0550","Greene",78537
"G0500570","1850","Arkansas","050","Hempstead","0570","Hempstead",591487
"G0500590","1850","Arkansas","050","Hot Spring","0590","Hot Spring",189610
"G0500630","1850","Arkansas","050","Independence","0630","Independence",521665
"G0500650","1850","Arkansas","050","Izard","0650","Izard",138777
"G0500670","1850","Arkansas","050","Jackson","0670","Jackson",239832
"G0500690","1850","Arkansas","050","Jefferson","0690","Jefferson",791332
"G0500710","1850","Arkansas","050","Johnson","0710","Johnson",309572
"G0500730","1850","Arkansas","050","Lafayette","0730","Lafayette",454608
"G0500750","1850","Arkansas","050","Lawrence","0750","Lawrence",267579
"G0500870","1850","Arkansas","050","Madison","0870","Madison",259539
"G0500890","1850","Arkansas","050","Marion","0890","Marion",137795
"G0500930","1850","Arkansas","050","Mississippi","0930","Mississippi",327415
"G0500950","1850","Arkansas","050","Monroe","0950","Monroe",86950
"G0500970","1850","Arkansas","050","Montgomery","0970","Montgomery",98230
"G0501010","1850","Arkansas","050","Newton","1010","Newton",63732
"G0501030","1850","Arkansas","050","Ouachita","1030","Ouachita",267961
"G0501050","1850","Arkansas","050","Perry","1050","Perry",25175
"G0501070","1850","Arkansas","050","Phillips","1070","Phillips",1016068
"G0501090","1850","Arkansas","050","Pike","1090","Pike",80195
"G0501110","1850","Arkansas","050","Poinsett","1110","Poinsett",100612
"G0501130","1850","Arkansas","050","Polk","1130","Polk",50115
"G0501150","1850","Arkansas","050","Pope","1150","Pope",241375
"G0501170","1850","Arkansas","050","Prairie","1170","Prairie",180332
"G0501190","1850","Arkansas","050","Pulaski","1190","Pulaski",426115
"G0501210","1850","Arkansas","050","Randolph","1210","Randolph",173365
"G0501230","1850","Arkansas","050","St Francis","1230","St Francis",273067
"G0501250","1850","Arkansas","050","Saline","1250","Saline",216247
"G0501270","1850","Arkansas","050","Scott","1270","Scott",99175
"G0501290","1850","Arkansas","050","Searcy","1290","Searcy",85201
"G0501330","1850","Arkansas","050","Sevier","1330","Sevier",208175
"G0501390","1850","Arkansas","050","Union","1390","Union",687300
"G0501410","1850","Arkansas","050","Van Buren","1410","Van Buren",125912
"G0501430","1850","Arkansas","050","Washington","1430","Washington",740473
"G0501450","1850","Arkansas","050","White","1450","White",156005
"G0501490","1850","Arkansas","050","Yell","1490","Yell",211722
"G0600070","1850","California","060","Butte","0070","Butte",0
"G0600090","1850","California","060","Calaveras","0090","Calaveras",76860
"G0600110","1850","California","060","Colusa","0110","Colusa",
"G0600115","1850","California","060","Colusa-Shasta-Trinity [multi-county reporting area]","0115","Colusa-Shasta-Trinity (multi-county reporting area)",60000
"G0600130","1850","California","060","Contra Costa","0130","Contra Costa",
"G0600170","1850","California","060","El Dorado","0170","El Dorado",0
"G0600370","1850","California","060","Los Angeles","0370","Los Angeles",649900
"G0600410","1850","California","060","Marin","0410","Marin",125500
"G0600430","1850","California","060","Mariposa","0430","Mariposa",0
"G0600450","1850","California","060","Mendocino","0450","Mendocino",5000
"G0600530","1850","California","060","Monterey","0530","Monterey",900399
"G0600550","1850","California","060","Napa","0550","Napa",180700
"G0600670","1850","California","060","Sacramento","0670","Sacramento",226800
"G0600730","1850","California","060","San Diego","0730","San Diego",0
"G0600750","1850","California","060","San Francisco","0750","San Francisco",
"G0600770","1850","California","060","San Joaquin","0770","San Joaquin",0
"G0600790","1850","California","060","San Luis Obispo","0790","San Luis Obispo",0
"G0600830","1850","California","060","Santa Barbara","0830","Santa Barbara",745032
"G0600850","1850","California","060","Santa Clara","0850","Santa Clara",
"G0600870","1850","California","060","Santa Cruz","0870","Santa Cruz",402800
"G0600890","1850","California","060","Shasta","0890","Shasta",
"G0600950","1850","California","060","Solano","0950","Solano",130440
"G0600970","1850","California","060","Sonoma","0970","Sonoma",223360
"G0601010","1850","California","060","Sutter","1010","Sutter",100000
"G0601050","1850","California","060","Trinity","1050","Trinity",
"G0601090","1850","California","060","Tuolumne","1090","Tuolumne",0
"G0601130","1850","California","060","Yolo","1130","Yolo",47250
"G0601150","1850","California","060","Yuba","1150","Yuba",0
"G0900010","1850","Connecticut","090","Fairfield","0010","Fairfield",13046150
"G0900030","1850","Connecticut","090","Hartford","0030","Hartford",13610278
"G0900050","1850","Connecticut","090","Litchfield","0050","Litchfield",12441790
"G0900070","1850","Connecticut","090","Middlesex","0070","Middlesex",4594843
"G0900090","1850","Connecticut","090","New Haven","0090","New Haven",10116890
"G0900110","1850","Connecticut","090","New London","0110","New London",8350759
"G0900130","1850","Connecticut","090","Tolland","0130","Tolland",3749351
"G0900150","1850","Connecticut","090","Windham","0150","Windham",6816362
"G1000010","1850","Delaware","100","Kent","0010","Kent",3976908
"G1000030","1850","Delaware","100","New Castle","0030","New Castle",11459452
"G1000050","1850","Delaware","100","Sussex","0050","Sussex",3443672
"G1100017","1850","District Of Columbia","110","Georgetown","0017","Georgetown",44800
"G1100075","1850","District Of Columbia","110","Rural Washington county","0075","Rural Washington county",1594260
"G1100115","1850","District Of Columbia","110","Washington City","0115","Washington City",91400
"G1200010","1850","Florida","120","Alachua","0010","Alachua",162173
"G1200065","1850","Florida","120","Benton","0065","Benton",79132
"G1200130","1850","Florida","120","Calhoun","0130","Calhoun",155110
"G1200230","1850","Florida","120","Columbia","0230","Columbia",243097
"G1200250","1850","Florida","120","Dade","0250","Dade",2100
"G1200310","1850","Florida","120","Duval","0310","Duval",295415
"G1200330","1850","Florida","120","Escambia","0330","Escambia",33350
"G1200370","1850","Florida","120","Franklin","0370","Franklin",
"G1200390","1850","Florida","120","Gadsden","0390","Gadsden",924180
"G1200470","1850","Florida","120","Hamilton","0470","Hamilton",122300
"G1200570","1850","Florida","120","Hillsborough","0570","Hillsborough",201000
"G1200590","1850","Florida","120","Holmes","0590","Holmes",18535
"G1200630","1850","Florida","120","Jackson","0630","Jackson",418417
"G1200650","1850","Florida","120","Jefferson","0650","Jefferson",511193
"G1200730","1850","Florida","120","Leon","0730","Leon",1751959
"G1200750","1850","Florida","120","Levy","0750","Levy",30000
"G1200790","1850","Florida","120","Madison","0790","Madison",498110
"G1200830","1850","Florida","120","Marion","0830","Marion",346695
"G1200870","1850","Florida","120","Monroe","0870","Monroe",4400
"G1200890","1850","Florida","120","Nassau","0890","Nassau",88930
"G1200950","1850","Florida","120","Orange","0950","Orange",60000
"G1201070","1850","Florida","120","Putnam","1070","Putnam",29900
"G1201090","1850","Florida","120","St Johns","1090","St Johns",112060
"G1201115","1850","Florida","120","St Lucie (old)","1115","St Lucie (old)",0
"G1201130","1850","Florida","120","Santa Rosa","1130","Santa Rosa",53170
"G1201290","1850","Florida","120","Wakulla","1290","Wakulla",62370
"G1201310","1850","Florida","120","Walton","1310","Walton",42955
"G1201330","1850","Florida","120","Washington","1330","Washington",76558
"G1300010","1850","Georgia","130","Appling","0010","Appling",141860
"G1300070","1850","Georgia","130","Baker","0070","Baker",1545007
"G1300090","1850","Georgia","130","Baldwin","0090","Baldwin",664586
"G1300210","1850","Georgia","130","Bibb","0210","Bibb",913835
"G1300290","1850","Georgia","130","Bryan","0290","Bryan",307426
"G1300310","1850","Georgia","130","Bulloch","0310","Bulloch",348258
"G1300330","1850","Georgia","130","Burke","0330","Burke",2284581
"G1300350","1850","Georgia","130","Butts","0350","Butts",671343
"G1300390","1850","Georgia","130","Camden","0390","Camden",904004
"G1300395","1850","Georgia","130","Campbell","0395","Campbell",854604
"G1300450","1850","Georgia","130","Carroll","0450","Carroll",677435
"G1300455","1850","Georgia","130","Cass","0455","Cass",1513034
"G1300458","1850","Georgia","130","Cass-Cordon [multi-county reporting area]","0458","Cass-Cordon (multi-county reporting area)",
"G1300510","1850","Georgia","130","Chatham","0510","Chatham",2008250
"G1300550","1850","Georgia","130","Chattooga","0550","Chattooga",787401
"G1300570","1850","Georgia","130","Cherokee","0570","Cherokee",930029
"G1300590","1850","Georgia","130","Clarke","0590","Clarke",1062876
"G1300650","1850","Georgia","130","Clinch","0650","Clinch",57360
"G1300670","1850","Georgia","130","Cobb","0670","Cobb",743237
"G1300730","1850","Georgia","130","Columbia","0730","Columbia",1487845
"G1300770","1850","Georgia","130","Coweta","0770","Coweta",1848923
"G1300790","1850","Georgia","130","Crawford","0790","Crawford",1106103
"G1300830","1850","Georgia","130","Dade","0830","Dade",235070
"G1300870","1850","Georgia","130","Decatur","0870","Decatur",738803
"G1300890","1850","Georgia","130","DeKalb","0890","De Kalb",1119181
"G1300930","1850","Georgia","130","Dooly","0930","Dooly",443483
"G1300990","1850","Georgia","130","Early","0990","Early",720943
"G1301030","1850","Georgia","130","Effingham","1030","Effingham",310515
"G1301050","1850","Georgia","130","Elbert","1050","Elbert",1563526
"G1301070","1850","Georgia","130","Emanuel","1070","Emanuel",579979
"G1301130","1850","Georgia","130","Fayette","1130","Fayette",974977
"G1301150","1850","Georgia","130","Floyd","1150","Floyd",1084362
"G1301170","1850","Georgia","130","Forsyth","1170","Forsyth",714638
"G1301190","1850","Georgia","130","Franklin","1190","Franklin",1068663
"G1301230","1850","Georgia","130","Gilmer","1230","Gilmer",488392
"G1301270","1850","Georgia","130","Glynn","1270","Glynn",762055
"G1301290","1850","Georgia","130","Gordon","1290","Gordon",575879
"G1301330","1850","Georgia","130","Greene","1330","Greene",1767288
"G1301350","1850","Georgia","130","Gwinnett","1350","Gwinnett",956768
"G1301370","1850","Georgia","130","Habersham","1370","Habersham",457511
"G1301390","1850","Georgia","130","Hall","1390","Hall",576864
"G1301410","1850","Georgia","130","Hancock","1410","Hancock",1323711
"G1301450","1850","Georgia","130","Harris","1450","Harris",1632822
"G1301490","1850","Georgia","130","Heard","1490","Heard",723990
"G1301510","1850","Georgia","130","Henry","1510","Henry",1742760
"G1301530","1850","Georgia","130","Houston","1530","Houston",2747247
"G1301550","1850","Georgia","130","Irwin","1550","Irwin",96482
"G1301570","1850","Georgia","130","Jackson","1570","Jackson",733164
"G1301590","1850","Georgia","130","Jasper","1590","Jasper",1441394
"G1301630","1850","Georgia","130","Jefferson","1630","Jefferson",1353618
"G1301690","1850","Georgia","130","Jones","1690","Jones",1247920
"G1301750","1850","Georgia","130","Laurens","1750","Laurens",408957
"G1301770","1850","Georgia","130","Lee","1770","Lee",1049809
"G1301790","1850","Georgia","130","Liberty","1790","Liberty",776650
"G1301810","1850","Georgia","130","Lincoln","1810","Lincoln",635777
"G1301850","1850","Georgia","130","Lowndes","1850","Lowndes",848408
"G1301870","1850","Georgia","130","Lumpkin","1870","Lumpkin",620852
"G1301910","1850","Georgia","130","McIntosh","1910","Mcintosh",718897
"G1301930","1850","Georgia","130","Macon","1930","Macon",1070571
"G1301950","1850","Georgia","130","Madison","1950","Madison",578420
"G1301970","1850","Georgia","130","Marion","1970","Marion",1144400
"G1301990","1850","Georgia","130","Meriwether","1990","Meriwether",2070826
"G1302070","1850","Georgia","130","Monroe","2070","Monroe",2357484
"G1302090","1850","Georgia","130","Montgomery","2090","Montgomery",117922
"G1302110","1850","Georgia","130","Morgan","2110","Morgan",1378938
"G1302130","1850","Georgia","130","Murray","2130","Murray",1622680
"G1302150","1850","Georgia","130","Muscogee","2150","Muscogee",1600757
"G1302170","1850","Georgia","130","Newton","2170","Newton",1215031
"G1302210","1850","Georgia","130","Oglethorpe","2210","Oglethorpe",1861085
"G1302230","1850","Georgia","130","Paulding","2230","Paulding",728465
"G1302310","1850","Georgia","130","Pike","2310","Pike",1676355
"G1302350","1850","Georgia","130","Pulaski","2350","Pulaski",729979
"G1302370","1850","Georgia","130","Putnam","2370","Putnam",1115575
"G1302410","1850","Georgia","130","Rabun","2410","Rabun",156885
"G1302430","1850","Georgia","130","Randolph","2430","Randolph",1319699
"G1302450","1850","Georgia","130","Richmond","2450","Richmond",1165463
"G1302510","1850","Georgia","130","Screven","2510","Screven",609375
"G1302590","1850","Georgia","130","Stewart","2590","Stewart",2238361
"G1302610","1850","Georgia","130","Sumter","2610","Sumter",1252168
"G1302630","1850","Georgia","130","Talbot","2630","Talbot",2100407
"G1302650","1850","Georgia","130","Taliaferro","2650","Taliaferro",616829
"G1302670","1850","Georgia","130","Tattnall","2670","Tattnall",229888
"G1302710","1850","Georgia","130","Telfair","2710","Telfair",168793
"G1302750","1850","Georgia","130","Thomas","2750","Thomas",1104240
"G1302850","1850","Georgia","130","Troup","2850","Troup",1980186
"G1302890","1850","Georgia","130","Twiggs","2890","Twiggs",575990
"G1302910","1850","Georgia","130","Union","2910","Union",476518
"G1302930","1850","Georgia","130","Upson","2930","Upson",991904
"G1302950","1850","Georgia","130","Walker","2950","Walker",852905
"G1302970","1850","Georgia","130","Walton","2970","Walton",1015731
"G1302990","1850","Georgia","130","Ware","2990","Ware",169770
"G1303010","1850","Georgia","130","Warren","3010","Warren",1680835
"G1303030","1850","Georgia","130","Washington","3030","Washington",1331638
"G1303050","1850","Georgia","130","Wayne","3050","Wayne",91079
"G1303170","1850","Georgia","130","Wilkes","3170","Wilkes",1344855
"G1303190","1850","Georgia","130","Wilkinson","3190","Wilkinson",912086
"G1700010","1850","Illinois","170","Adams","0010","Adams",3156090
"G1700030","1850","Illinois","170","Alexander","0030","Alexander",95459
"G1700050","1850","Illinois","170","Bond","0050","Bond",560248
"G1700070","1850","Illinois","170","Boone","0070","Boone",1059580
"G1700090","1850","Illinois","170","Brown","0090","Brown",862622
"G1700110","1850","Illinois","170","Bureau","0110","Bureau",1269936
"G1700130","1850","Illinois","170","Calhoun","0130","Calhoun",174675
"G1700150","1850","Illinois","170","Carroll","0150","Carroll",599717
"G1700170","1850","Illinois","170","Cass","0170","Cass",1220254
"G1700190","1850","Illinois","170","Champaign","0190","Champaign",454620
"G1700210","1850","Illinois","170","Christian","0210","Christian",497590
"G1700230","1850","Illinois","170","Clark","0230","Clark",575999
"G1700250","1850","Illinois","170","Clay","0250","Clay",242020
"G1700270","1850","Illinois","170","Clinton","0270","Clinton",508116
"G1700290","1850","Illinois","170","Coles","0290","Coles",1240751
"G1700310","1850","Illinois","170","Cook","0310","Cook",2573325
"G1700330","1850","Illinois","170","Crawford","0330","Crawford",529920
"G1700350","1850","Illinois","170","Cumberland","0350","Cumberland",282612
"G1700370","1850","Illinois","170","DeKalb","0370","De Kalb",924090
"G1700390","1850","Illinois","170","De Witt","0390","De Witt",788270
"G1700430","1850","Illinois","170","Du Page","0430","Du Page",1714065
"G1700450","1850","Illinois","170","Edgar","0450","Edgar",1642417
"G1700470","1850","Illinois","170","Edwards","0470","Edwards",258503
"G1700490","1850","Illinois","170","Effingham","0490","Effingham",231288
"G1700510","1850","Illinois","170","Fayette","0510","Fayette",640085
"G1700550","1850","Illinois","170","Franklin","0550","Franklin",272075
"G1700570","1850","Illinois","170","Fulton","0570","Fulton",2817680
"G1700590","1850","Illinois","170","Gallatin","0590","Gallatin",325166
"G1700610","1850","Illinois","170","Greene","0610","Greene",1782105
"G1700630","1850","Illinois","170","Grundy","0630","Grundy",355446
"G1700650","1850","Illinois","170","Hamilton","0650","Hamilton",357805
"G1700670","1850","Illinois","170","Hancock","0670","Hancock",1378208
"G1700690","1850","Illinois","170","Hardin","0690","Hardin",199030
"G1700710","1850","Illinois","170","Henderson","0710","Henderson",757475
"G1700730","1850","Illinois","170","Henry","0730","Henry",306250
"G1700750","1850","Illinois","170","Iroquois","0750","Iroquois",517169
"G1700770","1850","Illinois","170","Jackson","0770","Jackson",288544
"G1700790","1850","Illinois","170","Jasper","0790","Jasper",184605
"G1700810","1850","Illinois","170","Jefferson","0810","Jefferson",255394
"G1700830","1850","Illinois","170","Jersey","0830","Jersey",1569220
"G1700850","1850","Illinois","170","Jo Daviess","0850","Jo Daviess",1334603
"G1700870","1850","Illinois","170","Johnson","0870","Johnson",109388
"G1700890","1850","Illinois","170","Kane","0890","Kane",1948290
"G1700930","1850","Illinois","170","Kendall","0930","Kendall",1335917
"G1700950","1850","Illinois","170","Knox","0950","Knox",1733708
"G1700970","1850","Illinois","170","Lake","0970","Lake",1923230
"G1700990","1850","Illinois","170","La Salle","0990","La Salle",1800483
"G1701010","1850","Illinois","170","Lawrence","1010","Lawrence",599680
"G1701030","1850","Illinois","170","Lee","1030","Lee",684731
"G1701050","1850","Illinois","170","Livingston","1050","Livingston",164407
"G1701070","1850","Illinois","170","Logan","1070","Logan",933560
"G1701090","1850","Illinois","170","McDonough","1090","Mcdonough",1074099
"G1701110","1850","Illinois","170","McHenry","1110","Mchenry",2103114
"G1701130","1850","Illinois","170","McLean","1130","Mclean",1577825
"G1701150","1850","Illinois","170","Macon","1150","Macon",786603
"G1701170","1850","Illinois","170","Macoupin","1170","Macoupin",1679466
"G1701190","1850","Illinois","170","Madison","1190","Madison",2435154
"G1701210","1850","Illinois","170","Marion","1210","Marion",423732
"G1701230","1850","Illinois","170","Marshall","1230","Marshall",820834
"G1701250","1850","Illinois","170","Mason","1250","Mason",736200
"G1701270","1850","Illinois","170","Massac","1270","Massac",177372
"G1701290","1850","Illinois","170","Menard","1290","Menard",1124406
"G1701310","1850","Illinois","170","Mercer","1310","Mercer",579764
"G1701330","1850","Illinois","170","Monroe","1330","Monroe",722157
"G1701350","1850","Illinois","170","Montgomery","1350","Montgomery",660765
"G1701370","1850","Illinois","170","Morgan","1370","Morgan",2823800
"G1701390","1850","Illinois","170","Moultrie","1390","Moultrie",360821
"G1701410","1850","Illinois","170","Ogle","1410","Ogle",1751410
"G1701430","1850","Illinois","170","Peoria","1430","Peoria",2089921
"G1701450","1850","Illinois","170","Perry","1450","Perry",375401
"G1701470","1850","Illinois","170","Piatt","1470","Piatt",274960
"G1701490","1850","Illinois","170","Pike","1490","Pike",1447579
"G1701510","1850","Illinois","170","Pope","1510","Pope",194685
"G1701530","1850","Illinois","170","Pulaski","1530","Pulaski",127613
"G1701550","1850","Illinois","170","Putnam","1550","Putnam",661975
"G1701570","1850","Illinois","170","Randolph","1570","Randolph",890173
"G1701590","1850","Illinois","170","Richland","1590","Richland",179126
"G1701610","1850","Illinois","170","Rock Island","1610","Rock Island",519990
"G1701630","1850","Illinois","170","St Clair","1630","St Clair",2626504
"G1701650","1850","Illinois","170","Saline","1650","Saline",200570
"G1701670","1850","Illinois","170","Sangamon","1670","Sangamon",3315533
"G1701690","1850","Illinois","170","Schuyler","1690","Schuyler",806991
"G1701710","1850","Illinois","170","Scott","1710","Scott",1107798
"G1701730","1850","Illinois","170","Shelby","1730","Shelby",998930
"G1701750","1850","Illinois","170","Stark","1750","Stark",456594
"G1701770","1850","Illinois","170","Stephenson","1770","Stephenson",1889550
"G1701790","1850","Illinois","170","Tazewell","1790","Tazewell",1604205
"G1701810","1850","Illinois","170","Union","1810","Union",346913
"G1701830","1850","Illinois","170","Vermilion","1830","Vermilion",2088541
"G1701850","1850","Illinois","170","Wabash","1850","Wabash",407434
"G1701870","1850","Illinois","170","Warren","1870","Warren",1171018
"G1701890","1850","Illinois","170","Washington","1890","Washington",514118
"G1701910","1850","Illinois","170","Wayne","1910","Wayne",280570
"G1701930","1850","Illinois","170","White","1930","White",522691
"G1701950","1850","Illinois","170","Whiteside","1950","Whiteside",709497
"G1701970","1850","Illinois","170","Will","1970","Will",1950289
"G1701990","1850","Illinois","170","Williamson","1990","Williamson",253008
"G1702010","1850","Illinois","170","Winnebago","2010","Winnebago",1550965
"G1702030","1850","Illinois","170","Woodford","2030","Woodford",696205
"G1800010","1850","Indiana","180","Adams","0010","Adams",612250
"G1800030","1850","Indiana","180","Allen","0030","Allen",1622930
"G1800050","1850","Indiana","180","Bartholomew","0050","Bartholomew",2315095
"G1800070","1850","Indiana","180","Benton","0070","Benton",277360
"G1800090","1850","Indiana","180","Blackford","0090","Blackford",355555
"G1800110","1850","Indiana","180","Boone","0110","Boone",1482275
"G1800130","1850","Indiana","180","Brown","0130","Brown",341145
"G1800150","1850","Indiana","180","Carroll","0150","Carroll",2056005
"G1800170","1850","Indiana","180","Cass","0170","Cass",1638645
"G1800190","1850","Indiana","180","Clark","0190","Clark",2117303
"G1800210","1850","Indiana","180","Clay","0210","Clay",700645
"G1800230","1850","Indiana","180","Clinton","0230","Clinton",1432134
"G1800250","1850","Indiana","180","Crawford","0250","Crawford",434619
"G1800270","1850","Indiana","180","Daviess","0270","Daviess",813148
"G1800290","1850","Indiana","180","Dearborn","0290","Dearborn",3627022
"G1800310","1850","Indiana","180","Decatur","0310","Decatur",2488089
"G1800330","1850","Indiana","180","DeKalb","0330","De Kalb",981735
"G1800350","1850","Indiana","180","Delaware","0350","Delaware",1588002
"G1800370","1850","Indiana","180","Dubois","0370","Dubois",329785
"G1800390","1850","Indiana","180","Elkhart","0390","Elkhart",1845665
"G1800410","1850","Indiana","180","Fayette","0410","Fayette",3050791
"G1800430","1850","Indiana","180","Floyd","0430","Floyd",955500
"G1800450","1850","Indiana","180","Fountain","0450","Fountain",1867702
"G1800470","1850","Indiana","180","Franklin","0470","Franklin",4179281
"G1800490","1850","Indiana","180","Fulton","0490","Fulton",777124
"G1800510","1850","Indiana","180","Gibson","0510","Gibson",1293112
"G1800530","1850","Indiana","180","Grant","0530","Grant",1192596
"G1800550","1850","Indiana","180","Greene","0550","Greene",1034484
"G1800570","1850","Indiana","180","Hamilton","0570","Hamilton",1618531
"G1800590","1850","Indiana","180","Hancock","0590","Hancock",1405948
"G1800610","1850","Indiana","180","Harrison","0610","Harrison",1692289
"G1800630","1850","Indiana","180","Hendricks","0630","Hendricks",2651292
"G1800650","1850","Indiana","180","Henry","0650","Henry",2995545
"G1800670","1850","Indiana","180","Howard","0670","Howard",748268
"G1800690","1850","Indiana","180","Huntington","0690","Huntington",908669
"G1800710","1850","Indiana","180","Jackson","0710","Jackson",992532
"G1800730","1850","Indiana","180","Jasper","0730","Jasper",406790
"G1800750","1850","Indiana","180","Jay","0750","Jay",799400
"G1800770","1850","Indiana","180","Jefferson","0770","Jefferson",2062495
"G1800790","1850","Indiana","180","Jennings","0790","Jennings",1067030
"G1800810","1850","Indiana","180","Johnson","0810","Johnson",1928575
"G1800830","1850","Indiana","180","Knox","0830","Knox",823033
"G1800850","1850","Indiana","180","Kosciusko","0850","Kosciusko",1295348
"G1800870","1850","Indiana","180","Lagrange","0870","Lagrange",1281700
"G1800890","1850","Indiana","180","Lake","0890","Lake",400583
"G1800910","1850","Indiana","180","LaPorte","0910","Laporte",1753121
"G1800930","1850","Indiana","180","Lawrence","0930","Lawrence",1658231
"G1800950","1850","Indiana","180","Madison","0950","Madison",1875335
"G1800970","1850","Indiana","180","Marion","0970","Marion",3461545
"G1800990","1850","Indiana","180","Marshall","0990","Marshall",565595
"G1801010","1850","Indiana","180","Martin","1010","Martin",357389
"G1801030","1850","Indiana","180","Miami","1030","Miami",2047497
"G1801050","1850","Indiana","180","Monroe","1050","Monroe",1375679
"G1801070","1850","Indiana","180","Montgomery","1070","Montgomery",3371179
"G1801090","1850","Indiana","180","Morgan","1090","Morgan",1394149
"G1801130","1850","Indiana","180","Noble","1130","Noble",1010896
"G1801150","1850","Indiana","180","Ohio","1150","Ohio",1202507
"G1801170","1850","Indiana","180","Orange","1170","Orange",997225
"G1801190","1850","Indiana","180","Owen","1190","Owen",1381711
"G1801210","1850","Indiana","180","Parke","1210","Parke",2290909
"G1801230","1850","Indiana","180","Perry","1230","Perry",432400
"G1801250","1850","Indiana","180","Pike","1250","Pike",388106
"G1801270","1850","Indiana","180","Porter","1270","Porter",567590
