GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ANY001
"G1700790","1870","Illinois","170","Jasper","0790","Jasper",14
"G1700810","1870","Illinois","170","Jefferson","0810","Jefferson",15
"G1700830","1870","Illinois","170","Jersey","0830","Jersey",11
"G1700850","1870","Illinois","170","Jo Daviess","0850","Jo Daviess",18
"G1700870","1870","Illinois","170","Johnson","0870","Johnson",6
"G1700890","1870","Illinois","170","Kane","0890","Kane",14
"G1700910","1870","Illinois","170","Kankakee","0910","Kankakee",5
"G1700930","1870","Illinois","170","Kendall","0930","Kendall",2
"G1700950","1870","Illinois","170","Knox","0950","Knox",56
"G1700970","1870","Illinois","170","Lake","0970","Lake",13
"G1700990","1870","Illinois","170","La Salle","0990","La Salle",28
"G1701010","1870","Illinois","170","Lawrence","1010","Lawrence",7
"G1701030","1870","Illinois","170","Lee","1030","Lee",4
"G1701050","1870","Illinois","170","Livingston","1050","Livingston",23
"G1701070","1870","Illinois","170","Logan","1070","Logan",21
"G1701090","1870","Illinois","170","McDonough","1090","Mcdonough",17
"G1701110","1870","Illinois","170","McHenry","1110","Mchenry",22
"G1701130","1870","Illinois","170","McLean","1130","Mclean",32
"G1701150","1870","Illinois","170","Macon","1150","Macon",21
"G1701170","1870","Illinois","170","Macoupin","1170","Macoupin",29
"G1701190","1870","Illinois","170","Madison","1190","Madison",47
"G1701210","1870","Illinois","170","Marion","1210","Marion",33
"G1701230","1870","Illinois","170","Marshall","1230","Marshall",19
"G1701250","1870","Illinois","170","Mason","1250","Mason",6
"G1701270","1870","Illinois","170","Massac","1270","Massac",12
"G1701290","1870","Illinois","170","Menard","1290","Menard",17
"G1701310","1870","Illinois","170","Mercer","1310","Mercer",7
"G1701330","1870","Illinois","170","Monroe","1330","Monroe",10
"G1701350","1870","Illinois","170","Montgomery","1350","Montgomery",35
"G1701370","1870","Illinois","170","Morgan","1370","Morgan",20
"G1701390","1870","Illinois","170","Moultrie","1390","Moultrie",8
"G1701410","1870","Illinois","170","Ogle","1410","Ogle",8
"G1701430","1870","Illinois","170","Peoria","1430","Peoria",69
"G1701450","1870","Illinois","170","Perry","1450","Perry",5
"G1701470","1870","Illinois","170","Piatt","1470","Piatt",1
"G1701490","1870","Illinois","170","Pike","1490","Pike",38
"G1701510","1870","Illinois","170","Pope","1510","Pope",13
"G1701530","1870","Illinois","170","Pulaski","1530","Pulaski",25
"G1701550","1870","Illinois","170","Putnam","1550","Putnam",2
"G1701570","1870","Illinois","170","Randolph","1570","Randolph",23
"G1701590","1870","Illinois","170","Richland","1590","Richland",13
"G1701610","1870","Illinois","170","Rock Island","1610","Rock Island",48
"G1701630","1870","Illinois","170","St Clair","1630","St Clair",74
"G1701650","1870","Illinois","170","Saline","1650","Saline",8
"G1701670","1870","Illinois","170","Sangamon","1670","Sangamon",38
"G1701690","1870","Illinois","170","Schuyler","1690","Schuyler",21
"G1701710","1870","Illinois","170","Scott","1710","Scott",15
"G1701730","1870","Illinois","170","Shelby","1730","Shelby",23
"G1701750","1870","Illinois","170","Stark","1750","Stark",7
"G1701770","1870","Illinois","170","Stephenson","1770","Stephenson",18
"G1701790","1870","Illinois","170","Tazewell","1790","Tazewell",29
"G1701810","1870","Illinois","170","Union","1810","Union",32
"G1701830","1870","Illinois","170","Vermilion","1830","Vermilion",24
"G1701850","1870","Illinois","170","Wabash","1850","Wabash",22
"G1701870","1870","Illinois","170","Warren","1870","Warren",17
"G1701890","1870","Illinois","170","Washington","1890","Washington",23
"G1701910","1870","Illinois","170","Wayne","1910","Wayne",31
"G1701930","1870","Illinois","170","White","1930","White",18
"G1701950","1870","Illinois","170","Whiteside","1950","Whiteside",11
"G1701970","1870","Illinois","170","Will","1970","Will",27
"G1701990","1870","Illinois","170","Williamson","1990","Williamson",13
"G1702010","1870","Illinois","170","Winnebago","2010","Winnebago",7
"G1702030","1870","Illinois","170","Woodford","2030","Woodford",10
"G1800010","1870","Indiana","180","Adams","0010","Adams",17
"G1800030","1870","Indiana","180","Allen","0030","Allen",110
"G1800050","1870","Indiana","180","Bartholomew","0050","Bartholomew",29
"G1800070","1870","Indiana","180","Benton","0070","Benton",0
"G1800090","1870","Indiana","180","Blackford","0090","Blackford",9
"G1800110","1870","Indiana","180","Boone","0110","Boone",53
"G1800130","1870","Indiana","180","Brown","0130","Brown",15
"G1800150","1870","Indiana","180","Carroll","0150","Carroll",25
"G1800170","1870","Indiana","180","Cass","0170","Cass",38
"G1800190","1870","Indiana","180","Clark","0190","Clark",45
"G1800210","1870","Indiana","180","Clay","0210","Clay",40
"G1800230","1870","Indiana","180","Clinton","0230","Clinton",41
"G1800250","1870","Indiana","180","Crawford","0250","Crawford",13
"G1800270","1870","Indiana","180","Daviess","0270","Daviess",23
"G1800290","1870","Indiana","180","Dearborn","0290","Dearborn",36
"G1800310","1870","Indiana","180","Decatur","0310","Decatur",23
"G1800330","1870","Indiana","180","DeKalb","0330","De Kalb",25
"G1800350","1870","Indiana","180","Delaware","0350","Delaware",24
"G1800370","1870","Indiana","180","Dubois","0370","Dubois",7
"G1800390","1870","Indiana","180","Elkhart","0390","Elkhart",38
"G1800410","1870","Indiana","180","Fayette","0410","Fayette",19
"G1800430","1870","Indiana","180","Floyd","0430","Floyd",76
"G1800450","1870","Indiana","180","Fountain","0450","Fountain",21
"G1800470","1870","Indiana","180","Franklin","0470","Franklin",34
"G1800490","1870","Indiana","180","Fulton","0490","Fulton",18
"G1800510","1870","Indiana","180","Gibson","0510","Gibson",31
"G1800530","1870","Indiana","180","Grant","0530","Grant",42
"G1800550","1870","Indiana","180","Greene","0550","Greene",22
"G1800570","1870","Indiana","180","Hamilton","0570","Hamilton",18
"G1800590","1870","Indiana","180","Hancock","0590","Hancock",20
"G1800610","1870","Indiana","180","Harrison","0610","Harrison",26
"G1800630","1870","Indiana","180","Hendricks","0630","Hendricks",39
"G1800650","1870","Indiana","180","Henry","0650","Henry",38
"G1800670","1870","Indiana","180","Howard","0670","Howard",52
"G1800690","1870","Indiana","180","Huntington","0690","Huntington",51
"G1800710","1870","Indiana","180","Jackson","0710","Jackson",36
"G1800730","1870","Indiana","180","Jasper","0730","Jasper",3
"G1800750","1870","Indiana","180","Jay","0750","Jay",23
"G1800770","1870","Indiana","180","Jefferson","0770","Jefferson",40
"G1800790","1870","Indiana","180","Jennings","0790","Jennings",34
"G1800810","1870","Indiana","180","Johnson","0810","Johnson",34
"G1800830","1870","Indiana","180","Knox","0830","Knox",20
"G1800850","1870","Indiana","180","Kosciusko","0850","Kosciusko",55
"G1800870","1870","Indiana","180","Lagrange","0870","Lagrange",21
"G1800890","1870","Indiana","180","Lake","0890","Lake",3
"G1800910","1870","Indiana","180","LaPorte","0910","Laporte",30
"G1800930","1870","Indiana","180","Lawrence","0930","Lawrence",5
"G1800950","1870","Indiana","180","Madison","0950","Madison",37
"G1800970","1870","Indiana","180","Marion","0970","Marion",149
"G1800990","1870","Indiana","180","Marshall","0990","Marshall",66
"G1801010","1870","Indiana","180","Martin","1010","Martin",12
"G1801030","1870","Indiana","180","Miami","1030","Miami",48
"G1801050","1870","Indiana","180","Monroe","1050","Monroe",31
"G1801070","1870","Indiana","180","Montgomery","1070","Montgomery",42
"G1801090","1870","Indiana","180","Morgan","1090","Morgan",43
"G1801110","1870","Indiana","180","Newton","1110","Newton",4
"G1801130","1870","Indiana","180","Noble","1130","Noble",37
"G1801150","1870","Indiana","180","Ohio","1150","Ohio",14
"G1801170","1870","Indiana","180","Orange","1170","Orange",26
"G1801190","1870","Indiana","180","Owen","1190","Owen",30
"G1801210","1870","Indiana","180","Parke","1210","Parke",36
"G1801230","1870","Indiana","180","Perry","1230","Perry",35
"G1801250","1870","Indiana","180","Pike","1250","Pike",14
"G1801270","1870","Indiana","180","Porter","1270","Porter",24
"G1801290","1870","Indiana","180","Posey","1290","Posey",22
"G1801310","1870","Indiana","180","Pulaski","1310","Pulaski",7
"G1801330","1870","Indiana","180","Putnam","1330","Putnam",33
"G1801350","1870","Indiana","180","Randolph","1350","Randolph",47
"G1801370","1870","Indiana","180","Ripley","1370","Ripley",55
"G1801390","1870","Indiana","180","Rush","1390","Rush",23
"G1801410","1870","Indiana","180","St Joseph","1410","St Joseph",36
"G1801430","1870","Indiana","180","Scott","1430","Scott",15
"G1801450","1870","Indiana","180","Shelby","1450","Shelby",28
"G1801470","1870","Indiana","180","Spencer","1470","Spencer",27
"G1801490","1870","Indiana","180","Starke","1490","Starke",0
"G1801510","1870","Indiana","180","Steuben","1510","Steuben",17
"G1801530","1870","Indiana","180","Sullivan","1530","Sullivan",34
"G1801550","1870","Indiana","180","Switzerland","1550","Switzerland",19
"G1801570","1870","Indiana","180","Tippecanoe","1570","Tippecanoe",44
"G1801590","1870","Indiana","180","Tipton","1590","Tipton",18
"G1801610","1870","Indiana","180","Union","1610","Union",12
"G1801630","1870","Indiana","180","Vanderburgh","1630","Vanderburgh",75
"G1801650","1870","Indiana","180","Vermillion","1650","Vermillion",13
"G1801670","1870","Indiana","180","Vigo","1670","Vigo",57
"G1801690","1870","Indiana","180","Wabash","1690","Wabash",41
"G1801710","1870","Indiana","180","Warren","1710","Warren",4
"G1801730","1870","Indiana","180","Warrick","1730","Warrick",13
"G1801750","1870","Indiana","180","Washington","1750","Washington",44
"G1801770","1870","Indiana","180","Wayne","1770","Wayne",40
"G1801790","1870","Indiana","180","Wells","1790","Wells",43
"G1801810","1870","Indiana","180","White","1810","White",2
"G1801830","1870","Indiana","180","Whitley","1830","Whitley",42
"G1900010","1870","Iowa","190","Adair","0010","Adair",2
"G1900030","1870","Iowa","190","Adams","0030","Adams",4
"G1900050","1870","Iowa","190","Allamakee","0050","Allamakee",11
"G1900070","1870","Iowa","190","Appanoose","0070","Appanoose",35
"G1900090","1870","Iowa","190","Audubon","0090","Audubon",3
"G1900110","1870","Iowa","190","Benton","0110","Benton",7
"G1900130","1870","Iowa","190","Black Hawk","0130","Black Hawk",7
"G1900150","1870","Iowa","190","Boone","0150","Boone",27
"G1900170","1870","Iowa","190","Bremer","0170","Bremer",15
"G1900190","1870","Iowa","190","Buchanan","0190","Buchanan",3
"G1900210","1870","Iowa","190","Buena Vista","0210","Buena Vista",0
"G1900230","1870","Iowa","190","Butler","0230","Butler",2
"G1900250","1870","Iowa","190","Calhoun","0250","Calhoun",0
"G1900270","1870","Iowa","190","Carroll","0270","Carroll",1
"G1900290","1870","Iowa","190","Cass","0290","Cass",0
"G1900310","1870","Iowa","190","Cedar","0310","Cedar",2
"G1900330","1870","Iowa","190","Cerro Gordo","0330","Cerro Gordo",0
"G1900350","1870","Iowa","190","Cherokee","0350","Cherokee",0
"G1900370","1870","Iowa","190","Chickasaw","0370","Chickasaw",0
"G1900390","1870","Iowa","190","Clarke","0390","Clarke",7
"G1900410","1870","Iowa","190","Clay","0410","Clay",0
"G1900430","1870","Iowa","190","Clayton","0430","Clayton",25
"G1900450","1870","Iowa","190","Clinton","0450","Clinton",32
"G1900470","1870","Iowa","190","Crawford","0470","Crawford",1
"G1900490","1870","Iowa","190","Dallas","0490","Dallas",5
"G1900510","1870","Iowa","190","Davis","0510","Davis",20
"G1900530","1870","Iowa","190","Decatur","0530","Decatur",20
"G1900550","1870","Iowa","190","Delaware","0550","Delaware",6
"G1900570","1870","Iowa","190","Des Moines","0570","Des Moines",16
"G1900590","1870","Iowa","190","Dickinson","0590","Dickinson",0
"G1900610","1870","Iowa","190","Dubuque","0610","Dubuque",45
"G1900630","1870","Iowa","190","Emmet","0630","Emmet",0
"G1900650","1870","Iowa","190","Fayette","0650","Fayette",7
"G1900670","1870","Iowa","190","Floyd","0670","Floyd",5
"G1900690","1870","Iowa","190","Franklin","0690","Franklin",1
"G1900710","1870","Iowa","190","Fremont","0710","Fremont",16
"G1900730","1870","Iowa","190","Greene","0730","Greene",3
"G1900750","1870","Iowa","190","Grundy","0750","Grundy",0
"G1900770","1870","Iowa","190","Guthrie","0770","Guthrie",1
"G1900790","1870","Iowa","190","Hamilton","0790","Hamilton",5
"G1900810","1870","Iowa","190","Hancock","0810","Hancock",0
"G1900830","1870","Iowa","190","Hardin","0830","Hardin",1
"G1900850","1870","Iowa","190","Harrison","0850","Harrison",4
"G1900870","1870","Iowa","190","Henry","0870","Henry",24
"G1900890","1870","Iowa","190","Howard","0890","Howard",0
"G1900910","1870","Iowa","190","Humboldt","0910","Humboldt",0
"G1900930","1870","Iowa","190","Ida","0930","Ida",0
"G1900950","1870","Iowa","190","Iowa","0950","Iowa",5
"G1900970","1870","Iowa","190","Jackson","0970","Jackson",15
"G1900990","1870","Iowa","190","Jasper","0990","Jasper",17
"G1901010","1870","Iowa","190","Jefferson","1010","Jefferson",14
"G1901030","1870","Iowa","190","Johnson","1030","Johnson",11
"G1901050","1870","Iowa","190","Jones","1050","Jones",4
"G1901070","1870","Iowa","190","Keokuk","1070","Keokuk",22
"G1901090","1870","Iowa","190","Kossuth","1090","Kossuth",0
"G1901110","1870","Iowa","190","Lee","1110","Lee",50
"G1901130","1870","Iowa","190","Linn","1130","Linn",25
"G1901150","1870","Iowa","190","Louisa","1150","Louisa",9
"G1901170","1870","Iowa","190","Lucas","1170","Lucas",2
"G1901190","1870","Iowa","190","Lyon","1190","Lyon",0
"G1901210","1870","Iowa","190","Madison","1210","Madison",15
"G1901230","1870","Iowa","190","Mahaska","1230","Mahaska",13
"G1901250","1870","Iowa","190","Marion","1250","Marion",25
"G1901270","1870","Iowa","190","Marshall","1270","Marshall",7
"G1901290","1870","Iowa","190","Mills","1290","Mills",9
"G1901310","1870","Iowa","190","Mitchell","1310","Mitchell",12
"G1901330","1870","Iowa","190","Monona","1330","Monona",5
"G1901350","1870","Iowa","190","Monroe","1350","Monroe",18
"G1901370","1870","Iowa","190","Montgomery","1370","Montgomery",2
"G1901390","1870","Iowa","190","Muscatine","1390","Muscatine",21
"G1901410","1870","Iowa","190","O Brien","1410","O Brien",0
"G1901430","1870","Iowa","190","Osceola","1430","Osceola",
"G1901450","1870","Iowa","190","Page","1450","Page",3
"G1901470","1870","Iowa","190","Palo Alto","1470","Palo Alto",0
"G1901490","1870","Iowa","190","Plymouth","1490","Plymouth",0
"G1901510","1870","Iowa","190","Pocahontas","1510","Pocahontas",0
"G1901530","1870","Iowa","190","Polk","1530","Polk",38
"G1901550","1870","Iowa","190","Pottawattamie","1550","Pottawattamie",5
"G1901570","1870","Iowa","190","Poweshiek","1570","Poweshiek",5
"G1901590","1870","Iowa","190","Ringgold","1590","Ringgold",3
"G1901610","1870","Iowa","190","Sac","1610","Sac",0
"G1901630","1870","Iowa","190","Scott","1630","Scott",53
"G1901650","1870","Iowa","190","Shelby","1650","Shelby",2
"G1901670","1870","Iowa","190","Sioux","1670","Sioux",0
"G1901690","1870","Iowa","190","Story","1690","Story",5
"G1901710","1870","Iowa","190","Tama","1710","Tama",7
"G1901730","1870","Iowa","190","Taylor","1730","Taylor",7
"G1901750","1870","Iowa","190","Union","1750","Union",5
"G1901770","1870","Iowa","190","Van Buren","1770","Van Buren",11
"G1901790","1870","Iowa","190","Wapello","1790","Wapello",30
"G1901810","1870","Iowa","190","Warren","1810","Warren",25
"G1901830","1870","Iowa","190","Washington","1830","Washington",11
"G1901850","1870","Iowa","190","Wayne","1850","Wayne",10
"G1901870","1870","Iowa","190","Webster","1870","Webster",7
"G1901890","1870","Iowa","190","Winnebago","1890","Winnebago",1
"G1901910","1870","Iowa","190","Winneshiek","1910","Winneshiek",1
"G1901930","1870","Iowa","190","Woodbury","1930","Woodbury",4
"G1901950","1870","Iowa","190","Worth","1950","Worth",0
"G1901970","1870","Iowa","190","Wright","1970","Wright",2
"G2000010","1870","Kansas","200","Allen","0010","Allen",6
"G2000030","1870","Kansas","200","Anderson","0030","Anderson",2
"G2000050","1870","Kansas","200","Atchison","0050","Atchison",7
"G2000090","1870","Kansas","200","Barton","0090","Barton",0
"G2000110","1870","Kansas","200","Bourbon","0110","Bourbon",14
"G2000130","1870","Kansas","200","Brown","0130","Brown",0
"G2000150","1870","Kansas","200","Butler","0150","Butler",3
"G2000170","1870","Kansas","200","Chase","0170","Chase",3
"G2000210","1870","Kansas","200","Cherokee","0210","Cherokee",5
"G2000270","1870","Kansas","200","Clay","0270","Clay",2
"G2000290","1870","Kansas","200","Cloud","0290","Cloud",3
"G2000310","1870","Kansas","200","Coffey","0310","Coffey",6
"G2000350","1870","Kansas","200","Cowley","0350","Cowley",2
"G2000370","1870","Kansas","200","Crawford","0370","Crawford",3
"G2000375","1870","Kansas","200","Davis","0375","Davis",2
"G2000410","1870","Kansas","200","Dickinson","0410","Dickinson",1
"G2000430","1870","Kansas","200","Doniphan","0430","Doniphan",19
"G2000450","1870","Kansas","200","Douglas","0450","Douglas",15
"G2000510","1870","Kansas","200","Ellis","0510","Ellis",0
"G2000530","1870","Kansas","200","Ellsworth","0530","Ellsworth",0
"G2000570","1870","Kansas","200","Ford","0570","Ford",0
"G2000590","1870","Kansas","200","Franklin","0590","Franklin",12
"G2000630","1870","Kansas","200","Gove","0630","Gove",
"G2000730","1870","Kansas","200","Greenwood","0730","Greenwood",5
"G2000833","1870","Kansas","200","Howard","0833","Howard",0
"G2000850","1870","Kansas","200","Jackson","0850","Jackson",4
"G2000870","1870","Kansas","200","Jefferson","0870","Jefferson",7
"G2000890","1870","Kansas","200","Jewell","0890","Jewell",0
"G2000910","1870","Kansas","200","Johnson","0910","Johnson",2
"G2000990","1870","Kansas","200","Labette","0990","Labette",10
"G2001030","1870","Kansas","200","Leavenworth","1030","Leavenworth",23
"G2001050","1870","Kansas","200","Lincoln","1050","Lincoln",0
"G2001070","1870","Kansas","200","Linn","1070","Linn",10
"G2001110","1870","Kansas","200","Lyon","1110","Lyon",3
"G2001130","1870","Kansas","200","McPherson","1130","Mcpherson",0
"G2001150","1870","Kansas","200","Marion","1150","Marion",0
"G2001170","1870","Kansas","200","Marshall","1170","Marshall",2
"G2001210","1870","Kansas","200","Miami","1210","Miami",11
"G2001230","1870","Kansas","200","Mitchell","1230","Mitchell",0
"G2001250","1870","Kansas","200","Montgomery","1250","Montgomery",11
"G2001270","1870","Kansas","200","Morris","1270","Morris",2
"G2001310","1870","Kansas","200","Nemaha","1310","Nemaha",1
"G2001330","1870","Kansas","200","Neosho","1330","Neosho",9
"G2001350","1870","Kansas","200","Ness","1350","Ness",0
"G2001390","1870","Kansas","200","Osage","1390","Osage",4
"G2001410","1870","Kansas","200","Osborne","1410","Osborne",0
"G2001430","1870","Kansas","200","Ottawa","1430","Ottawa",1
"G2001450","1870","Kansas","200","Pawnee","1450","Pawnee",0
"G2001490","1870","Kansas","200","Pottawatomie","1490","Pottawatomie",3
"G2001570","1870","Kansas","200","Republic","1570","Republic",0
"G2001590","1870","Kansas","200","Rice","1590","Rice",0
"G2001610","1870","Kansas","200","Riley","1610","Riley",4
"G2001670","1870","Kansas","200","Russell","1670","Russell",0
"G2001690","1870","Kansas","200","Saline","1690","Saline",1
"G2001730","1870","Kansas","200","Sedgwick","1730","Sedgwick",1
"G2001770","1870","Kansas","200","Shawnee","1770","Shawnee",8
"G2001830","1870","Kansas","200","Smith","1830","Smith",0
"G2001910","1870","Kansas","200","Sumner","1910","Sumner",0
"G2001950","1870","Kansas","200","Trego","1950","Trego",0
"G2001970","1870","Kansas","200","Wabaunsee","1970","Wabaunsee",2
"G2001990","1870","Kansas","200","Wallace","1990","Wallace",0
"G2002010","1870","Kansas","200","Washington","2010","Washington",2
"G2002050","1870","Kansas","200","Wilson","2050","Wilson",11
"G2002070","1870","Kansas","200","Woodson","2070","Woodson",1
"G2002090","1870","Kansas","200","Wyandotte","2090","Wyandotte",11
"G2100010","1870","Kentucky","210","Adair","0010","Adair",6
"G2100030","1870","Kentucky","210","Allen","0030","Allen",14
"G2100050","1870","Kentucky","210","Anderson","0050","Anderson",9
"G2100070","1870","Kentucky","210","Ballard","0070","Ballard",9
"G2100090","1870","Kentucky","210","Barren","0090","Barren",9
"G2100110","1870","Kentucky","210","Bath","0110","Bath",3
"G2100150","1870","Kentucky","210","Boone","0150","Boone",7
"G2100170","1870","Kentucky","210","Bourbon","0170","Bourbon",7
"G2100190","1870","Kentucky","210","Boyd","0190","Boyd",21
"G2100210","1870","Kentucky","210","Boyle","0210","Boyle",6
"G2100230","1870","Kentucky","210","Bracken","0230","Bracken",7
"G2100250","1870","Kentucky","210","Breathitt","0250","Breathitt",0
"G2100270","1870","Kentucky","210","Breckinridge","0270","Breckinridge",9
"G2100290","1870","Kentucky","210","Bullitt","0290","Bullitt",18
"G2100310","1870","Kentucky","210","Butler","0310","Butler",12
"G2100330","1870","Kentucky","210","Caldwell","0330","Caldwell",9
"G2100350","1870","Kentucky","210","Calloway","0350","Calloway",4
"G2100370","1870","Kentucky","210","Campbell","0370","Campbell",26
"G2100410","1870","Kentucky","210","Carroll","0410","Carroll",6
"G2100430","1870","Kentucky","210","Carter","0430","Carter",3
"G2100450","1870","Kentucky","210","Casey","0450","Casey",9
"G2100470","1870","Kentucky","210","Christian","0470","Christian",8
"G2100490","1870","Kentucky","210","Clark","0490","Clark",11
"G2100510","1870","Kentucky","210","Clay","0510","Clay",1
"G2100530","1870","Kentucky","210","Clinton","0530","Clinton",4
"G2100550","1870","Kentucky","210","Crittenden","0550","Crittenden",3
"G2100570","1870","Kentucky","210","Cumberland","0570","Cumberland",9
"G2100590","1870","Kentucky","210","Daviess","0590","Daviess",30
"G2100610","1870","Kentucky","210","Edmonson","0610","Edmonson",4
"G2100630","1870","Kentucky","210","Elliott","0630","Elliott",1
"G2100650","1870","Kentucky","210","Estill","0650","Estill",12
"G2100670","1870","Kentucky","210","Fayette","0670","Fayette",25
"G2100690","1870","Kentucky","210","Fleming","0690","Fleming",9
"G2100710","1870","Kentucky","210","Floyd","0710","Floyd",0
"G2100730","1870","Kentucky","210","Franklin","0730","Franklin",21
"G2100750","1870","Kentucky","210","Fulton","0750","Fulton",8
"G2100770","1870","Kentucky","210","Gallatin","0770","Gallatin",3
"G2100790","1870","Kentucky","210","Garrard","0790","Garrard",6
"G2100810","1870","Kentucky","210","Grant","0810","Grant",13
"G2100830","1870","Kentucky","210","Graves","0830","Graves",9
"G2100850","1870","Kentucky","210","Grayson","0850","Grayson",4
"G2100870","1870","Kentucky","210","Green","0870","Green",2
"G2100890","1870","Kentucky","210","Greenup","0890","Greenup",16
"G2100910","1870","Kentucky","210","Hancock","0910","Hancock",12
"G2100930","1870","Kentucky","210","Hardin","0930","Hardin",8
"G2100950","1870","Kentucky","210","Harlan","0950","Harlan",0
"G2100970","1870","Kentucky","210","Harrison","0970","Harrison",28
"G2100990","1870","Kentucky","210","Hart","0990","Hart",4
"G2101010","1870","Kentucky","210","Henderson","1010","Henderson",12
"G2101030","1870","Kentucky","210","Henry","1030","Henry",8
"G2101050","1870","Kentucky","210","Hickman","1050","Hickman",9
"G2101070","1870","Kentucky","210","Hopkins","1070","Hopkins",2
"G2101090","1870","Kentucky","210","Jackson","1090","Jackson",0
"G2101110","1870","Kentucky","210","Jefferson","1110","Jefferson",187
"G2101130","1870","Kentucky","210","Jessamine","1130","Jessamine",4
"G2101150","1870","Kentucky","210","Johnson","1150","Johnson",2
"G2101155","1870","Kentucky","210","Josh Bell","1155","Josh Bell",0
"G2101170","1870","Kentucky","210","Kenton","1170","Kenton",47
"G2101210","1870","Kentucky","210","Knox","1210","Knox",0
"G2101230","1870","Kentucky","210","Larue","1230","Larue",9
"G2101250","1870","Kentucky","210","Laurel","1250","Laurel",4
"G2101270","1870","Kentucky","210","Lawrence","1270","Lawrence",1
"G2101290","1870","Kentucky","210","Lee","1290","Lee",5
"G2101330","1870","Kentucky","210","Letcher","1330","Letcher",0
"G2101350","1870","Kentucky","210","Lewis","1350","Lewis",7
"G2101370","1870","Kentucky","210","Lincoln","1370","Lincoln",15
"G2101390","1870","Kentucky","210","Livingston","1390","Livingston",9
"G2101410","1870","Kentucky","210","Logan","1410","Logan",16
"G2101430","1870","Kentucky","210","Lyon","1430","Lyon",11
"G2101450","1870","Kentucky","210","McCracken","1450","Mccracken",15
"G2101490","1870","Kentucky","210","McLean","1490","Mclean",6
"G2101510","1870","Kentucky","210","Madison","1510","Madison",15
"G2101530","1870","Kentucky","210","Magoffin","1530","Magoffin",4
"G2101550","1870","Kentucky","210","Marion","1550","Marion",14
"G2101570","1870","Kentucky","210","Marshall","1570","Marshall",10
"G2101610","1870","Kentucky","210","Mason","1610","Mason",8
"G2101630","1870","Kentucky","210","Meade","1630","Meade",7
"G2101650","1870","Kentucky","210","Menifee","1650","Menifee",5
"G2101670","1870","Kentucky","210","Mercer","1670","Mercer",7
"G2101690","1870","Kentucky","210","Metcalfe","1690","Metcalfe",13
"G2101710","1870","Kentucky","210","Monroe","1710","Monroe",11
"G2101730","1870","Kentucky","210","Montgomery","1730","Montgomery",4
"G2101750","1870","Kentucky","210","Morgan","1750","Morgan",3
"G2101770","1870","Kentucky","210","Muhlenberg","1770","Muhlenberg",10
"G2101790","1870","Kentucky","210","Nelson","1790","Nelson",23
"G2101810","1870","Kentucky","210","Nicholas","1810","Nicholas",10
"G2101830","1870","Kentucky","210","Ohio","1830","Ohio",7
"G2101850","1870","Kentucky","210","Oldham","1850","Oldham",8
"G2101870","1870","Kentucky","210","Owen","1870","Owen",14
"G2101890","1870","Kentucky","210","Owsley","1890","Owsley",2
"G2101910","1870","Kentucky","210","Pendleton","1910","Pendleton",19
"G2101930","1870","Kentucky","210","Perry","1930","Perry",0
"G2101950","1870","Kentucky","210","Pike","1950","Pike",2
"G2101970","1870","Kentucky","210","Powell","1970","Powell",3
"G2101990","1870","Kentucky","210","Pulaski","1990","Pulaski",10
"G2102010","1870","Kentucky","210","Robertson","2010","Robertson",6
"G2102030","1870","Kentucky","210","Rockcastle","2030","Rockcastle",11
"G2102050","1870","Kentucky","210","Rowan","2050","Rowan",3
"G2102070","1870","Kentucky","210","Russell","2070","Russell",3
"G2102090","1870","Kentucky","210","Scott","2090","Scott",1
"G2102110","1870","Kentucky","210","Shelby","2110","Shelby",19
"G2102130","1870","Kentucky","210","Simpson","2130","Simpson",8
"G2102150","1870","Kentucky","210","Spencer","2150","Spencer",2
"G2102170","1870","Kentucky","210","Taylor","2170","Taylor",6
"G2102190","1870","Kentucky","210","Todd","2190","Todd",6
"G2102210","1870","Kentucky","210","Trigg","2210","Trigg",10
"G2102230","1870","Kentucky","210","Trimble","2230","Trimble",3
"G2102250","1870","Kentucky","210","Union","2250","Union",11
"G2102270","1870","Kentucky","210","Warren","2270","Warren",7
"G2102290","1870","Kentucky","210","Washington","2290","Washington",11
"G2102310","1870","Kentucky","210","Wayne","2310","Wayne",2
"G2102330","1870","Kentucky","210","Webster","2330","Webster",3
"G2102350","1870","Kentucky","210","Whitley","2350","Whitley",0
"G2102370","1870","Kentucky","210","Wolfe","2370","Wolfe",0
"G2102390","1870","Kentucky","210","Woodford","2390","Woodford",12
"G2200050","1870","Louisiana","220","Ascension","0050","Ascension",40
"G2200070","1870","Louisiana","220","Assumption","0070","Assumption",73
"G2200090","1870","Louisiana","220","Avoyelles","0090","Avoyelles",10
"G2200130","1870","Louisiana","220","Bienville","0130","Bienville",6
"G2200150","1870","Louisiana","220","Bossier","0150","Bossier",4
"G2200170","1870","Louisiana","220","Caddo","0170","Caddo",7
"G2200190","1870","Louisiana","220","Calcasieu","0190","Calcasieu",11
"G2200210","1870","Louisiana","220","Caldwell","0210","Caldwell",2
"G2200230","1870","Louisiana","220","Cameron","0230","Cameron",0
"G2200235","1870","Louisiana","220","Carroll","0235","Carroll",0
"G2200250","1870","Louisiana","220","Catahoula","0250","Catahoula",0
"G2200270","1870","Louisiana","220","Claiborne","0270","Claiborne",11
