GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AER001
"G1801650","1850","Indiana","180","Vermillion","1650","Vermillion",119
"G1801670","1850","Indiana","180","Vigo","1670","Vigo",462
"G1801690","1850","Indiana","180","Wabash","1690","Wabash",111
"G1801710","1850","Indiana","180","Warren","1710","Warren",46
"G1801730","1850","Indiana","180","Warrick","1730","Warrick",58
"G1801750","1850","Indiana","180","Washington","1750","Washington",249
"G1801770","1850","Indiana","180","Wayne","1770","Wayne",688
"G1801790","1850","Indiana","180","Wells","1790","Wells",58
"G1801810","1850","Indiana","180","White","1810","White",24
"G1801830","1850","Indiana","180","Whitley","1830","Whitley",19
"G1900050","1850","Iowa","190","Allamakee","0050","Allamakee",0
"G1900070","1850","Iowa","190","Appanoose","0070","Appanoose",6
"G1900110","1850","Iowa","190","Benton","0110","Benton",0
"G1900130","1850","Iowa","190","Black Hawk","0130","Black Hawk",4
"G1900150","1850","Iowa","190","Boone","0150","Boone",0
"G1900190","1850","Iowa","190","Buchanan","0190","Buchanan",6
"G1900310","1850","Iowa","190","Cedar","0310","Cedar",12
"G1900390","1850","Iowa","190","Clarke","0390","Clarke",0
"G1900430","1850","Iowa","190","Clayton","0430","Clayton",28
"G1900450","1850","Iowa","190","Clinton","0450","Clinton",21
"G1900490","1850","Iowa","190","Dallas","0490","Dallas",27
"G1900510","1850","Iowa","190","Davis","0510","Davis",0
"G1900530","1850","Iowa","190","Decatur","0530","Decatur",0
"G1900550","1850","Iowa","190","Delaware","0550","Delaware",7
"G1900570","1850","Iowa","190","Des Moines","0570","Des Moines",86
"G1900610","1850","Iowa","190","Dubuque","0610","Dubuque",170
"G1900650","1850","Iowa","190","Fayette","0650","Fayette",0
"G1900710","1850","Iowa","190","Fremont","0710","Fremont",0
"G1900870","1850","Iowa","190","Henry","0870","Henry",71
"G1900950","1850","Iowa","190","Iowa","0950","Iowa",2
"G1900970","1850","Iowa","190","Jackson","0970","Jackson",46
"G1900990","1850","Iowa","190","Jasper","0990","Jasper",0
"G1901010","1850","Iowa","190","Jefferson","1010","Jefferson",107
"G1901030","1850","Iowa","190","Johnson","1030","Johnson",48
"G1901050","1850","Iowa","190","Jones","1050","Jones",17
"G1901070","1850","Iowa","190","Keokuk","1070","Keokuk",28
"G1901110","1850","Iowa","190","Lee","1110","Lee",426
"G1901130","1850","Iowa","190","Linn","1130","Linn",51
"G1901150","1850","Iowa","190","Louisa","1150","Louisa",53
"G1901170","1850","Iowa","190","Lucas","1170","Lucas",0
"G1901210","1850","Iowa","190","Madison","1210","Madison",0
"G1901230","1850","Iowa","190","Mahaska","1230","Mahaska",57
"G1901250","1850","Iowa","190","Marion","1250","Marion",53
"G1901270","1850","Iowa","190","Marshall","1270","Marshall",0
"G1901350","1850","Iowa","190","Monroe","1350","Monroe",0
"G1901390","1850","Iowa","190","Muscatine","1390","Muscatine",114
"G1901450","1850","Iowa","190","Page","1450","Page",0
"G1901530","1850","Iowa","190","Polk","1530","Polk",46
"G1901550","1850","Iowa","190","Pottawattamie","1550","Pottawattamie",17
"G1901570","1850","Iowa","190","Poweshiek","1570","Poweshiek",0
"G1901630","1850","Iowa","190","Scott","1630","Scott",82
"G1901710","1850","Iowa","190","Tama","1710","Tama",0
"G1901730","1850","Iowa","190","Taylor","1730","Taylor",0
"G1901770","1850","Iowa","190","Van Buren","1770","Van Buren",97
"G1901790","1850","Iowa","190","Wapello","1790","Wapello",21
"G1901810","1850","Iowa","190","Warren","1810","Warren",0
"G1901830","1850","Iowa","190","Washington","1830","Washington",4
"G1901850","1850","Iowa","190","Wayne","1850","Wayne",0
"G1901910","1850","Iowa","190","Winneshiek","1910","Winneshiek",0
"G2100010","1850","Kentucky","210","Adair","0010","Adair",51
"G2100030","1850","Kentucky","210","Allen","0030","Allen",36
"G2100050","1850","Kentucky","210","Anderson","0050","Anderson",127
"G2100070","1850","Kentucky","210","Ballard","0070","Ballard",22
"G2100090","1850","Kentucky","210","Barren","0090","Barren",97
"G2100110","1850","Kentucky","210","Bath","0110","Bath",109
"G2100150","1850","Kentucky","210","Boone","0150","Boone",78
"G2100170","1850","Kentucky","210","Bourbon","0170","Bourbon",173
"G2100210","1850","Kentucky","210","Boyle","0210","Boyle",206
"G2100230","1850","Kentucky","210","Bracken","0230","Bracken",88
"G2100250","1850","Kentucky","210","Breathitt","0250","Breathitt",52
"G2100270","1850","Kentucky","210","Breckinridge","0270","Breckinridge",83
"G2100290","1850","Kentucky","210","Bullitt","0290","Bullitt",125
"G2100310","1850","Kentucky","210","Butler","0310","Butler",16
"G2100330","1850","Kentucky","210","Caldwell","0330","Caldwell",728
"G2100350","1850","Kentucky","210","Calloway","0350","Calloway",24
"G2100370","1850","Kentucky","210","Campbell","0370","Campbell",224
"G2100410","1850","Kentucky","210","Carroll","0410","Carroll",82
"G2100430","1850","Kentucky","210","Carter","0430","Carter",211
"G2100450","1850","Kentucky","210","Casey","0450","Casey",24
"G2100470","1850","Kentucky","210","Christian","0470","Christian",289
"G2100490","1850","Kentucky","210","Clark","0490","Clark",86
"G2100510","1850","Kentucky","210","Clay","0510","Clay",146
"G2100530","1850","Kentucky","210","Clinton","0530","Clinton",6
"G2100550","1850","Kentucky","210","Crittenden","0550","Crittenden",189
"G2100570","1850","Kentucky","210","Cumberland","0570","Cumberland",27
"G2100590","1850","Kentucky","210","Daviess","0590","Daviess",112
"G2100610","1850","Kentucky","210","Edmonson","0610","Edmonson",8
"G2100650","1850","Kentucky","210","Estill","0650","Estill",131
"G2100670","1850","Kentucky","210","Fayette","0670","Fayette",1414
"G2100690","1850","Kentucky","210","Fleming","0690","Fleming",229
"G2100710","1850","Kentucky","210","Floyd","0710","Floyd",31
"G2100730","1850","Kentucky","210","Franklin","0730","Franklin",495
"G2100750","1850","Kentucky","210","Fulton","0750","Fulton",64
"G2100770","1850","Kentucky","210","Gallatin","0770","Gallatin",40
"G2100790","1850","Kentucky","210","Garrard","0790","Garrard",80
"G2100810","1850","Kentucky","210","Grant","0810","Grant",25
"G2100830","1850","Kentucky","210","Graves","0830","Graves",89
"G2100850","1850","Kentucky","210","Grayson","0850","Grayson",38
"G2100870","1850","Kentucky","210","Green","0870","Green",50
"G2100890","1850","Kentucky","210","Greenup","0890","Greenup",958
"G2100910","1850","Kentucky","210","Hancock","0910","Hancock",49
"G2100930","1850","Kentucky","210","Hardin","0930","Hardin",153
"G2100950","1850","Kentucky","210","Harlan","0950","Harlan",0
"G2100970","1850","Kentucky","210","Harrison","0970","Harrison",164
"G2100990","1850","Kentucky","210","Hart","0990","Hart",64
"G2101010","1850","Kentucky","210","Henderson","1010","Henderson",174
"G2101030","1850","Kentucky","210","Henry","1030","Henry",173
"G2101050","1850","Kentucky","210","Hickman","1050","Hickman",52
"G2101070","1850","Kentucky","210","Hopkins","1070","Hopkins",31
"G2101110","1850","Kentucky","210","Jefferson","1110","Jefferson",8865
"G2101130","1850","Kentucky","210","Jessamine","1130","Jessamine",421
"G2101150","1850","Kentucky","210","Johnson","1150","Johnson",9
"G2101170","1850","Kentucky","210","Kenton","1170","Kenton",752
"G2101210","1850","Kentucky","210","Knox","1210","Knox",15
"G2101230","1850","Kentucky","210","Larue","1230","Larue",30
"G2101250","1850","Kentucky","210","Laurel","1250","Laurel",22
"G2101270","1850","Kentucky","210","Lawrence","1270","Lawrence",73
"G2101330","1850","Kentucky","210","Letcher","1330","Letcher",0
"G2101350","1850","Kentucky","210","Lewis","1350","Lewis",91
"G2101370","1850","Kentucky","210","Lincoln","1370","Lincoln",149
"G2101390","1850","Kentucky","210","Livingston","1390","Livingston",131
"G2101410","1850","Kentucky","210","Logan","1410","Logan",120
"G2101450","1850","Kentucky","210","McCracken","1450","Mccracken",290
"G2101510","1850","Kentucky","210","Madison","1510","Madison",133
"G2101550","1850","Kentucky","210","Marion","1550","Marion",143
"G2101570","1850","Kentucky","210","Marshall","1570","Marshall",23
"G2101610","1850","Kentucky","210","Mason","1610","Mason",1280
"G2101630","1850","Kentucky","210","Meade","1630","Meade",99
"G2101670","1850","Kentucky","210","Mercer","1670","Mercer",356
"G2101710","1850","Kentucky","210","Monroe","1710","Monroe",17
"G2101730","1850","Kentucky","210","Montgomery","1730","Montgomery",132
"G2101750","1850","Kentucky","210","Morgan","1750","Morgan",0
"G2101770","1850","Kentucky","210","Muhlenberg","1770","Muhlenberg",120
"G2101790","1850","Kentucky","210","Nelson","1790","Nelson",223
"G2101810","1850","Kentucky","210","Nicholas","1810","Nicholas",85
"G2101830","1850","Kentucky","210","Ohio","1830","Ohio",60
"G2101850","1850","Kentucky","210","Oldham","1850","Oldham",25
"G2101870","1850","Kentucky","210","Owen","1870","Owen",49
"G2101890","1850","Kentucky","210","Owsley","1890","Owsley",114
"G2101910","1850","Kentucky","210","Pendleton","1910","Pendleton",30
"G2101930","1850","Kentucky","210","Perry","1930","Perry",0
"G2101950","1850","Kentucky","210","Pike","1950","Pike",17
"G2101990","1850","Kentucky","210","Pulaski","1990","Pulaski",68
"G2102030","1850","Kentucky","210","Rockcastle","2030","Rockcastle",20
"G2102070","1850","Kentucky","210","Russell","2070","Russell",30
"G2102090","1850","Kentucky","210","Scott","2090","Scott",228
"G2102110","1850","Kentucky","210","Shelby","2110","Shelby",487
"G2102130","1850","Kentucky","210","Simpson","2130","Simpson",104
"G2102150","1850","Kentucky","210","Spencer","2150","Spencer",67
"G2102170","1850","Kentucky","210","Taylor","2170","Taylor",47
"G2102190","1850","Kentucky","210","Todd","2190","Todd",75
"G2102210","1850","Kentucky","210","Trigg","2210","Trigg",356
"G2102230","1850","Kentucky","210","Trimble","2230","Trimble",73
"G2102250","1850","Kentucky","210","Union","2250","Union",147
"G2102270","1850","Kentucky","210","Warren","2270","Warren",128
"G2102290","1850","Kentucky","210","Washington","2290","Washington",58
"G2102310","1850","Kentucky","210","Wayne","2310","Wayne",48
"G2102350","1850","Kentucky","210","Whitley","2350","Whitley",0
"G2102390","1850","Kentucky","210","Woodford","2390","Woodford",643
"G2200050","1850","Louisiana","220","Ascension","0050","Ascension",0
"G2200070","1850","Louisiana","220","Assumption","0070","Assumption",0
"G2200090","1850","Louisiana","220","Avoyelles","0090","Avoyelles",37
"G2200130","1850","Louisiana","220","Bienville","0130","Bienville",5
"G2200150","1850","Louisiana","220","Bossier","0150","Bossier",0
"G2200170","1850","Louisiana","220","Caddo","0170","Caddo",0
"G2200190","1850","Louisiana","220","Calcasieu","0190","Calcasieu",0
"G2200210","1850","Louisiana","220","Caldwell","0210","Caldwell",3
"G2200235","1850","Louisiana","220","Carroll","0235","Carroll",59
"G2200250","1850","Louisiana","220","Catahoula","0250","Catahoula",18
"G2200270","1850","Louisiana","220","Claiborne","0270","Claiborne",16
"G2200290","1850","Louisiana","220","Concordia","0290","Concordia",0
"G2200310","1850","Louisiana","220","De Soto","0310","De Soto",39
"G2200330","1850","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",0
"G2200370","1850","Louisiana","220","East Feliciana","0370","East Feliciana",142
"G2200410","1850","Louisiana","220","Franklin","0410","Franklin",0
"G2200470","1850","Louisiana","220","Iberville","0470","Iberville",40
"G2200490","1850","Louisiana","220","Jackson","0490","Jackson",14
"G2200510","1850","Louisiana","220","Jefferson","0510","Jefferson",707
"G2200550","1850","Louisiana","220","Lafayette","0550","Lafayette",0
"G2200570","1850","Louisiana","220","Lafourche","0570","Lafourche",19
"G2200630","1850","Louisiana","220","Livingston","0630","Livingston",121
"G2200650","1850","Louisiana","220","Madison","0650","Madison",124
"G2200670","1850","Louisiana","220","Morehouse","0670","Morehouse",17
"G2200690","1850","Louisiana","220","Natchitoches","0690","Natchitoches",59
"G2200710","1850","Louisiana","220","Orleans","0710","Orleans",3134
"G2200730","1850","Louisiana","220","Ouachita","0730","Ouachita",8
"G2200750","1850","Louisiana","220","Plaquemines","0750","Plaquemines",0
"G2200770","1850","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",0
"G2200790","1850","Louisiana","220","Rapides","0790","Rapides",51
"G2200850","1850","Louisiana","220","Sabine","0850","Sabine",11
"G2200870","1850","Louisiana","220","St Bernard","0870","St Bernard",0
"G2200890","1850","Louisiana","220","St Charles","0890","St Charles",21
"G2200910","1850","Louisiana","220","St Helena","0910","St Helena",27
"G2200930","1850","Louisiana","220","St James","0930","St James",57
"G2200950","1850","Louisiana","220","St John The Baptist","0950","St John The Baptist",96
"G2200970","1850","Louisiana","220","St Landry","0970","St Landry",71
"G2200990","1850","Louisiana","220","St Martin","0990","St Martin",0
"G2201010","1850","Louisiana","220","St Mary","1010","St Mary",0
"G2201030","1850","Louisiana","220","St Tammany","1030","St Tammany",637
"G2201070","1850","Louisiana","220","Tensas","1070","Tensas",26
"G2201090","1850","Louisiana","220","Terrebonne","1090","Terrebonne",22
"G2201110","1850","Louisiana","220","Union","1110","Union",2
"G2201130","1850","Louisiana","220","Vermillion","1130","Vermillion",0
"G2201170","1850","Louisiana","220","Washington","1170","Washington",0
"G2201210","1850","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",50
"G2201250","1850","Louisiana","220","West Feliciana","1250","West Feliciana",804
"G2300030","1850","Maine","230","Aroostook","0030","Aroostook",849
"G2300050","1850","Maine","230","Cumberland","0050","Cumberland",5064
"G2300070","1850","Maine","230","Franklin","0070","Franklin",282
"G2300090","1850","Maine","230","Hancock","0090","Hancock",1705
"G2300110","1850","Maine","230","Kennebec","0110","Kennebec",3075
"G2300150","1850","Maine","230","Lincoln","0150","Lincoln",3295
"G2300170","1850","Maine","230","Oxford","0170","Oxford",583
"G2300190","1850","Maine","230","Penobscot","0190","Penobscot",3535
"G2300210","1850","Maine","230","Piscataquis","0210","Piscataquis",227
"G2300250","1850","Maine","230","Somerset","0250","Somerset",643
"G2300270","1850","Maine","230","Waldo","0270","Waldo",1947
"G2300290","1850","Maine","230","Washington","0290","Washington",2167
"G2300310","1850","Maine","230","York","0310","York",4706
"G2400010","1850","Maryland","240","Allegany","0010","Allegany",403
"G2400030","1850","Maryland","240","Anne Arundel","0030","Anne Arundel",968
"G2400050","1850","Maryland","240","Baltimore","0050","Baltimore",23863
"G2400090","1850","Maryland","240","Calvert","0090","Calvert",0
"G2400110","1850","Maryland","240","Caroline","0110","Caroline",0
"G2400130","1850","Maryland","240","Carroll","0130","Carroll",357
"G2400150","1850","Maryland","240","Cecil","0150","Cecil",893
"G2400170","1850","Maryland","240","Charles","0170","Charles",0
"G2400190","1850","Maryland","240","Dorchester","0190","Dorchester",46
"G2400210","1850","Maryland","240","Frederick","0210","Frederick",880
"G2400250","1850","Maryland","240","Harford","0250","Harford",324
"G2400290","1850","Maryland","240","Kent","0290","Kent",82
"G2400310","1850","Maryland","240","Montgomery","0310","Montgomery",242
"G2400330","1850","Maryland","240","Prince Georges","0330","Prince Georges",708
"G2400350","1850","Maryland","240","Queen Anne's","0350","Queen Anne's",128
"G2400370","1850","Maryland","240","St Mary's","0370","St Mary's",31
"G2400390","1850","Maryland","240","Somerset","0390","Somerset",200
"G2400410","1850","Maryland","240","Talbot","0410","Talbot",180
"G2400430","1850","Maryland","240","Washington","0430","Washington",730
"G2400470","1850","Maryland","240","Worcester","0470","Worcester",89
"G2500010","1850","Massachusetts","250","Barnstable","0010","Barnstable",765
"G2500030","1850","Massachusetts","250","Berkshire","0030","Berkshire",3872
"G2500050","1850","Massachusetts","250","Bristol","0050","Bristol",9536
"G2500070","1850","Massachusetts","250","Dukes","0070","Dukes",38
"G2500090","1850","Massachusetts","250","Essex","0090","Essex",35267
"G2500110","1850","Massachusetts","250","Franklin","0110","Franklin",1949
"G2500130","1850","Massachusetts","250","Hampden","0130","Hampden",7836
"G2500150","1850","Massachusetts","250","Hampshire","0150","Hampshire",3453
"G2500170","1850","Massachusetts","250","Middlesex","0170","Middlesex",29356
"G2500190","1850","Massachusetts","250","Nantucket","0190","Nantucket",156
"G2500210","1850","Massachusetts","250","Norfolk","0210","Norfolk",15628
"G2500230","1850","Massachusetts","250","Plymouth","0230","Plymouth",8024
"G2500250","1850","Massachusetts","250","Suffolk","0250","Suffolk",25296
"G2500270","1850","Massachusetts","250","Worcester","0270","Worcester",24762
"G2600050","1850","Michigan","260","Allegan","0050","Allegan",131
"G2600150","1850","Michigan","260","Barry","0150","Barry",63
"G2600210","1850","Michigan","260","Berrien","0210","Berrien",190
"G2600230","1850","Michigan","260","Branch","0230","Branch",141
"G2600250","1850","Michigan","260","Calhoun","0250","Calhoun",289
"G2600270","1850","Michigan","260","Cass","0270","Cass",43
"G2600330","1850","Michigan","260","Chippewa","0330","Chippewa",0
"G2600370","1850","Michigan","260","Clinton","0370","Clinton",28
"G2600450","1850","Michigan","260","Eaton","0450","Eaton",84
"G2600490","1850","Michigan","260","Genesee","0490","Genesee",137
"G2600590","1850","Michigan","260","Hillsdale","0590","Hillsdale",120
"G2600610","1850","Michigan","260","Houghton","0610","Houghton",0
"G2600630","1850","Michigan","260","Huron","0630","Huron",13
"G2600650","1850","Michigan","260","Ingham","0650","Ingham",52
"G2600670","1850","Michigan","260","Ionia","0670","Ionia",60
"G2600750","1850","Michigan","260","Jackson","0750","Jackson",383
"G2600770","1850","Michigan","260","Kalamazoo","0770","Kalamazoo",221
"G2600810","1850","Michigan","260","Kent","0810","Kent",346
"G2600870","1850","Michigan","260","Lapeer","0870","Lapeer",113
"G2600910","1850","Michigan","260","Lenawee","0910","Lenawee",577
"G2600930","1850","Michigan","260","Livingston","0930","Livingston",96
"G2600990","1850","Michigan","260","Macomb","0990","Macomb",249
"G2601030","1850","Michigan","260","Marquette","1030","Marquette",0
"G2601050","1850","Michigan","260","Mason","1050","Mason",20
"G2601095","1850","Michigan","260","Michilimackinac","1095","Michilimackinac",1240
"G2601110","1850","Michigan","260","Midland","1110","Midland",0
"G2601150","1850","Michigan","260","Monroe","1150","Monroe",146
"G2601170","1850","Michigan","260","Montcalm","1170","Montcalm",80
"G2601230","1850","Michigan","260","Newaygo","1230","Newaygo",67
"G2601250","1850","Michigan","260","Oakland","1250","Oakland",339
"G2601270","1850","Michigan","260","Oceana","1270","Oceana",38
"G2601310","1850","Michigan","260","Ontonagon","1310","Ontonagon",0
"G2601390","1850","Michigan","260","Ottawa","1390","Ottawa",387
"G2601450","1850","Michigan","260","Saginaw","1450","Saginaw",113
"G2601470","1850","Michigan","260","St Clair","1470","St Clair",517
"G2601490","1850","Michigan","260","St Joseph","1490","St Joseph",291
"G2601510","1850","Michigan","260","Sanilac","1510","Sanilac",102
"G2601530","1850","Michigan","260","Schoolcraft","1530","Schoolcraft",0
"G2601550","1850","Michigan","260","Shiawassee","1550","Shiawassee",79
"G2601570","1850","Michigan","260","Tuscola","1570","Tuscola",13
"G2601590","1850","Michigan","260","Van Buren","1590","Van Buren",85
"G2601610","1850","Michigan","260","Washtenaw","1610","Washtenaw",570
"G2601630","1850","Michigan","260","Wayne","1630","Wayne",1975
"G2750015","1850","Minnesota Territory","275","Benton","0015","Benton",12
"G2750035","1850","Minnesota Territory","275","Dakotah","0035","Dakotah",0
"G2750055","1850","Minnesota Territory","275","Itasca","0055","Itasca",0
"G2750075","1850","Minnesota Territory","275","Mankahta","0075","Mankahta",0
"G2750095","1850","Minnesota Territory","275","Pembina","0095","Pembina",0
"G2750115","1850","Minnesota Territory","275","Ramsey","0115","Ramsey",0
"G2750135","1850","Minnesota Territory","275","Wabasha","0135","Wabasha",0
"G2750155","1850","Minnesota Territory","275","Wahnahta","0155","Wahnahta",0
"G2750165","1850","Minnesota Territory","275","Wahnahta-Mankahta [multi-county reporting area]","0165","Wahnahta-Mankahta (multi-county reporting area)",
"G2750175","1850","Minnesota Territory","275","Washington","0175","Washington",51
"G2800010","1850","Mississippi","280","Adams","0010","Adams",131
"G2800050","1850","Mississippi","280","Amite","0050","Amite",2
"G2800070","1850","Mississippi","280","Attala","0070","Attala",129
"G2800110","1850","Mississippi","280","Bolivar","0110","Bolivar",0
"G2800150","1850","Mississippi","280","Carroll","0150","Carroll",156
"G2800170","1850","Mississippi","280","Chickasaw","0170","Chickasaw",63
"G2800190","1850","Mississippi","280","Choctaw","0190","Choctaw",84
"G2800210","1850","Mississippi","280","Claiborne","0210","Claiborne",74
"G2800230","1850","Mississippi","280","Clarke","0230","Clarke",19
"G2800270","1850","Mississippi","280","Coahoma","0270","Coahoma",0
"G2800290","1850","Mississippi","280","Copiah","0290","Copiah",47
"G2800310","1850","Mississippi","280","Covington","0310","Covington",12
"G2800330","1850","Mississippi","280","De Soto","0330","De Soto",102
"G2800370","1850","Mississippi","280","Franklin","0370","Franklin",16
"G2800410","1850","Mississippi","280","Greene","0410","Greene",0
"G2800450","1850","Mississippi","280","Hancock","0450","Hancock",118
"G2800470","1850","Mississippi","280","Harrison","0470","Harrison",286
"G2800490","1850","Mississippi","280","Hinds","0490","Hinds",6
"G2800510","1850","Mississippi","280","Holmes","0510","Holmes",78
"G2800550","1850","Mississippi","280","Issaquena","0550","Issaquena",0
"G2800570","1850","Mississippi","280","Itawamba","0570","Itawamba",35
"G2800590","1850","Mississippi","280","Jackson","0590","Jackson",69
"G2800610","1850","Mississippi","280","Jasper","0610","Jasper",22
"G2800630","1850","Mississippi","280","Jefferson","0630","Jefferson",30
"G2800670","1850","Mississippi","280","Jones","0670","Jones",0
"G2800690","1850","Mississippi","280","Kemper","0690","Kemper",11
"G2800710","1850","Mississippi","280","Lafayette","0710","Lafayette",124
"G2800750","1850","Mississippi","280","Lauderdale","0750","Lauderdale",59
"G2800770","1850","Mississippi","280","Lawrence","0770","Lawrence",33
"G2800790","1850","Mississippi","280","Leake","0790","Leake",11
"G2800870","1850","Mississippi","280","Lowndes","0870","Lowndes",268
"G2800890","1850","Mississippi","280","Madison","0890","Madison",32
"G2800910","1850","Mississippi","280","Marion","0910","Marion",15
"G2800930","1850","Mississippi","280","Marshall","0930","Marshall",169
"G2800950","1850","Mississippi","280","Monroe","0950","Monroe",51
"G2800990","1850","Mississippi","280","Neshoba","0990","Neshoba",0
"G2801010","1850","Mississippi","280","Newton","1010","Newton",0
"G2801030","1850","Mississippi","280","Noxubee","1030","Noxubee",87
"G2801050","1850","Mississippi","280","Oktibbeha","1050","Oktibbeha",38
"G2801070","1850","Mississippi","280","Panola","1070","Panola",0
"G2801110","1850","Mississippi","280","Perry","1110","Perry",0
"G2801130","1850","Mississippi","280","Pike","1130","Pike",45
"G2801150","1850","Mississippi","280","Pontotoc","1150","Pontotoc",79
"G2801210","1850","Mississippi","280","Rankin","1210","Rankin",19
"G2801230","1850","Mississippi","280","Scott","1230","Scott",0
"G2801270","1850","Mississippi","280","Simpson","1270","Simpson",29
"G2801290","1850","Mississippi","280","Smith","1290","Smith",21
"G2801330","1850","Mississippi","280","Sunflower","1330","Sunflower",0
"G2801350","1850","Mississippi","280","Tallahatchie","1350","Tallahatchie",0
"G2801390","1850","Mississippi","280","Tippah","1390","Tippah",81
"G2801410","1850","Mississippi","280","Tishomingo","1410","Tishomingo",61
"G2801430","1850","Mississippi","280","Tunica","1430","Tunica",0
"G2801490","1850","Mississippi","280","Warren","1490","Warren",184
"G2801510","1850","Mississippi","280","Washington","1510","Washington",0
"G2801530","1850","Mississippi","280","Wayne","1530","Wayne",0
"G2801570","1850","Mississippi","280","Wilkinson","1570","Wilkinson",48
"G2801590","1850","Mississippi","280","Winston","1590","Winston",50
"G2801610","1850","Mississippi","280","Yalobusha","1610","Yalobusha",93
"G2801630","1850","Mississippi","280","Yazoo","1630","Yazoo",86
"G2900010","1850","Missouri","290","Adair","0010","Adair",12
"G2900030","1850","Missouri","290","Andrew","0030","Andrew",98
"G2900050","1850","Missouri","290","Atchison","0050","Atchison",7
"G2900070","1850","Missouri","290","Audrain","0070","Audrain",16
"G2900090","1850","Missouri","290","Barry","0090","Barry",3
"G2900130","1850","Missouri","290","Bates","0130","Bates",0
"G2900150","1850","Missouri","290","Benton","0150","Benton",26
"G2900190","1850","Missouri","290","Boone","0190","Boone",83
"G2900210","1850","Missouri","290","Buchanan","0210","Buchanan",256
"G2900230","1850","Missouri","290","Butler","0230","Butler",0
"G2900250","1850","Missouri","290","Caldwell","0250","Caldwell",16
"G2900270","1850","Missouri","290","Callaway","0270","Callaway",121
"G2900290","1850","Missouri","290","Camden","0290","Camden",0
"G2900310","1850","Missouri","290","Cape Girardeau","0310","Cape Girardeau",120
"G2900330","1850","Missouri","290","Carroll","0330","Carroll",49
"G2900370","1850","Missouri","290","Cass","0370","Cass",51
"G2900390","1850","Missouri","290","Cedar","0390","Cedar",14
"G2900410","1850","Missouri","290","Chariton","0410","Chariton",264
"G2900450","1850","Missouri","290","Clark","0450","Clark",42
"G2900470","1850","Missouri","290","Clay","0470","Clay",138
"G2900490","1850","Missouri","290","Clinton","0490","Clinton",32
"G2900510","1850","Missouri","290","Cole","0510","Cole",203
"G2900530","1850","Missouri","290","Cooper","0530","Cooper",273
"G2900550","1850","Missouri","290","Crawford","0550","Crawford",145
"G2900570","1850","Missouri","290","Dade","0570","Dade",47
"G2900590","1850","Missouri","290","Dallas","0590","Dallas",6
"G2900610","1850","Missouri","290","Daviess","0610","Daviess",5
"G2900630","1850","Missouri","290","DeKalb","0630","De Kalb",3
"G2900655","1850","Missouri","290","Dodge","0655","Dodge",0
"G2900690","1850","Missouri","290","Dunklin","0690","Dunklin",3
"G2900710","1850","Missouri","290","Franklin","0710","Franklin",185
"G2900730","1850","Missouri","290","Gasconade","0730","Gasconade",31
"G2900750","1850","Missouri","290","Gentry","0750","Gentry",0
"G2900770","1850","Missouri","290","Greene","0770","Greene",142
"G2900790","1850","Missouri","290","Grundy","0790","Grundy",16
"G2900810","1850","Missouri","290","Harrison","0810","Harrison",0
"G2900830","1850","Missouri","290","Henry","0830","Henry",30
"G2900850","1850","Missouri","290","Hickory","0850","Hickory",19
"G2900870","1850","Missouri","290","Holt","0870","Holt",9
"G2900890","1850","Missouri","290","Howard","0890","Howard",310
"G2900950","1850","Missouri","290","Jackson","0950","Jackson",270
"G2900970","1850","Missouri","290","Jasper","0970","Jasper",18
"G2900990","1850","Missouri","290","Jefferson","0990","Jefferson",82
"G2901010","1850","Missouri","290","Johnson","1010","Johnson",57
"G2901030","1850","Missouri","290","Knox","1030","Knox",16
"G2901050","1850","Missouri","290","Laclede","1050","Laclede",5
"G2901070","1850","Missouri","290","Lafayette","1070","Lafayette",421
"G2901090","1850","Missouri","290","Lawrence","1090","Lawrence",16
"G2901110","1850","Missouri","290","Lewis","1110","Lewis",42
"G2901130","1850","Missouri","290","Lincoln","1130","Lincoln",57
"G2901150","1850","Missouri","290","Linn","1150","Linn",0
"G2901170","1850","Missouri","290","Livingston","1170","Livingston",5
"G2901190","1850","Missouri","290","McDonald","1190","Mcdonald",63
"G2901210","1850","Missouri","290","Macon","1210","Macon",26
"G2901230","1850","Missouri","290","Madison","1230","Madison",160
"G2901270","1850","Missouri","290","Marion","1270","Marion",368
"G2901290","1850","Missouri","290","Mercer","1290","Mercer",8
"G2901310","1850","Missouri","290","Miller","1310","Miller",0
"G2901330","1850","Missouri","290","Mississippi","1330","Mississippi",0
"G2901350","1850","Missouri","290","Moniteau","1350","Moniteau",42
"G2901370","1850","Missouri","290","Monroe","1370","Monroe",50
"G2901390","1850","Missouri","290","Montgomery","1390","Montgomery",40
